nationality,age,dayssincecreation,averageleadtime,lodgingrevenue,otherrevenue,bookingscanceled,bookingsnoshowed,bookingscheckedin,personsnights,roomnights,dayssincelaststay,dayssincefirststay,distributionchannel,marketsegment,srhighfloor,srlowfloor,sraccessibleroom,srmediumfloor,srbathtub,srshower,srcrib,srkingsizebed,srtwinbed,srnearelevator,srawayfromelevator,srnoalcoholinminibar,srquietroom,total_revenue,total_bookings,revenue_per_night
ESP,53,1093,63,410.0,86.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,496.0,1,102.5
ESP,54,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
ITA,55,1093,49,276.0,64.0,0,0,1,12,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,340.0,1,69.0
ITA,53,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,14,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,55,1093,49,232.0,234.5,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,466.5,1,58.0
ITA,59,1093,49,232.0,53.5,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,285.5,1,58.0
ITA,55,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1093,81,391.2,58.5,0,0,1,8,4,1097,1097,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,449.7,1,97.8
ITA,34,1093,49,232.0,59.5,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,291.5,1,58.0
ITA,43,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,38,1093,49,232.0,57.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,289.0,1,58.0
ITA,35,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
DEU,67,1093,46,114.0,28.0,0,0,1,4,2,1095,1095,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,1,57.0
DEU,54,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,58,1093,81,391.2,52.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,443.2,1,97.8
ITA,53,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
ITA,55,1093,69,391.2,56.5,0,0,1,8,4,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,447.7,1,97.8
ITA,58,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
FRA,72,1093,97,192.0,52.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0,1,48.0
FRA,74,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,53,1093,49,232.0,95.5,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,327.5,1,58.0
ITA,35,1093,7,232.0,57.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,289.0,1,58.0
ITA,38,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,69,1093,84,174.0,242.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,416.0,1,58.0
FRA,63,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,33,1093,55,168.0,67.0,0,0,1,3,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,235.0,1,56.0
JPN,47,1093,75,151.2,29.0,0,0,1,4,1,1094,1094,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,180.2,1,151.2
JPN,45,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
JPN,14,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
JPN,11,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,33,1093,54,168.0,20.0,0,0,1,3,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,1,56.0
PRT,45,1093,49,232.0,52.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,284.0,1,58.0
PRT,45,1093,50,240.0,62.5,0,0,1,9,3,1096,1096,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,302.5,1,80.0
PRT,45,1093,50,177.0,20.0,0,0,1,3,3,1096,1096,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0,1,59.0
PRT,60,1093,49,232.0,52.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,284.0,1,58.0
PRT,58,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,53,1093,60,427.05,64.0,0,0,1,10,5,1098,1098,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,491.05,1,85.41
FRA,46,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,73,1093,97,192.0,55.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,247.0,1,48.0
CHE,69,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
JPN,52,1093,69,308.4,37.5,0,0,1,6,2,1095,1095,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,345.9,1,154.2
JPN,42,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
PRT,38,1093,0,95.0,2.0,0,0,1,2,1,1094,1094,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0,1,95.0
PRT,40,1093,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
DEU,53,1093,75,687.65,196.5,0,0,1,21,7,1100,1100,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,884.15,1,98.23571428571428
DEU,47,1093,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
DEU,8,1093,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1093,49,232.0,54.5,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,286.5,1,58.0
ITA,57,1093,50,174.0,43.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,217.0,1,58.0
ITA,69,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ESP,41,1093,29,138.0,211.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,349.0,1,46.0
ESP,62,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1093,77,289.8,40.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,329.8,1,96.60000000000001
PRT,45,1093,0,58.0,14.0,0,0,1,2,1,1094,1094,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,1,58.0
ITA,41,1093,50,174.0,40.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,1,58.0
FRA,29,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,3,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1093,0,93.0,50.0,0,0,1,2,1,1094,1094,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0,1,93.0
FRA,44,1093,29,174.0,251.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,425.0,1,58.0
FRA,43,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,52,1093,43,174.0,188.5,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,362.5,1,58.0
PRT,45,1093,55,174.0,42.5,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,216.5,1,58.0
ITA,25,1093,49,232.0,187.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,419.0,1,58.0
ITA,25,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1093,41,174.0,180.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,354.0,1,58.0
FRA,60,1093,40,174.0,243.5,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,417.5,1,58.0
FRA,54,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,47,1093,43,174.0,277.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,451.0,1,58.0
FRA,39,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,63,1093,68,174.0,40.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,1,58.0
FRA,59,1093,40,174.0,183.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,357.0,1,58.0
CHE,26,1093,18,40.0,12.0,0,0,1,2,1,1094,1094,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,1,40.0
CHE,24,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,39,1093,42,174.0,180.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,354.0,1,58.0
ROU,61,1093,72,464.0,724.8,0,0,1,22,11,1104,1104,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.8,1,42.18181818181818
ROU,28,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1093,40,174.0,187.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,361.0,1,58.0
FRA,42,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,34,1093,43,174.0,180.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,354.0,1,58.0
FRA,56,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,30,1093,38,174.0,247.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,421.0,1,58.0
FRA,30,1093,57,509.62,440.5,0,0,1,16,8,1101,1101,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,950.12,1,63.7025
FRA,32,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ROU,30,1093,72,464.0,648.0,0,0,1,22,11,1104,1104,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,1112.0,1,42.18181818181818
ROU,58,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ESP,31,1093,11,88.0,37.0,0,0,1,4,2,1095,1095,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,0,0,0,0,0,0,125.0,1,44.0
ESP,28,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,58,1093,68,174.0,63.5,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,237.5,1,58.0
FRA,54,1093,38,174.0,328.0,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,502.0,1,58.0
FRA,60,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,38,1093,91,238.0,67.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,305.0,1,59.5
ITA,34,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,65,1093,28,138.0,453.2,0,0,1,6,3,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,591.2,1,46.0
GBR,65,1093,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1092,27,324.0,298.0,0,0,1,8,4,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,622.0,1,81.0
PRT,36,1092,43,219.0,48.0,0,0,1,3,3,1095,1095,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,267.0,1,73.0
PRT,45,1092,44,0.0,4.0,0,0,1,4,2,1094,1094,Direct,Complementary,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0.0
PRT,46,1092,23,138.0,71.98,0,0,1,6,3,1095,1095,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,209.98000000000002,1,46.0
FRA,45,1092,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,56,1092,101,192.0,54.0,0,0,1,8,4,1096,1096,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,246.0,1,48.0
BIH,1,1092,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1092,3,73.0,23.5,0,0,1,2,1,1093,1093,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5,1,73.0
FRA,65,1092,57,613.7,25.0,0,0,1,12,6,1098,1098,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,638.7,1,102.28333333333335
FRA,68,1092,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ESP,43,1092,56,522.75,76.0,0,0,1,10,5,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,598.75,1,104.55
ESP,35,1092,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
CHE,28,1092,83,291.5,104.5,0,0,1,10,5,1097,1097,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,396.0,1,58.3
ESP,29,1092,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ESP,44,1092,56,522.75,46.0,0,0,1,10,5,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,568.75,1,104.55
ESP,43,1092,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
ITA,71,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,1,60.800000000000004
ITA,69,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1091,44,182.4,115.1,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,297.5,1,60.800000000000004
FRA,55,1091,29,138.0,42.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,1,46.0
FRA,51,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1091,44,182.4,116.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,299.0,1,60.800000000000004
ITA,65,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,1,60.800000000000004
ITA,74,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,1,60.800000000000004
PRT,45,1091,44,0.0,5.5,0,0,1,3,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,0.0
ITA,43,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,22,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0,294.0,1,60.800000000000004
PRT,19,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
PRT,58,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,1,60.800000000000004
PRT,59,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,54,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,1,60.800000000000004
PRT,50,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,78,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,1,60.800000000000004
PRT,77,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,68,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,294.0,1,60.800000000000004
PRT,71,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,31,1091,39,308.5,56.0,0,0,1,8,4,1095,1095,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,364.5,1,77.125
PRT,31,1091,39,925.5,186.0,0,0,1,8,4,1095,1095,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.5,1,231.375
BRA,41,1091,66,412.58,141.0,0,0,1,15,5,1096,1096,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,553.5799999999999,1,82.51599999999999
BRA,21,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BRA,42,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,58,1091,23,0.0,15.0,0,0,1,3,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,1,0.0
ITA,60,1091,23,159.0,156.5,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,315.5,1,53.0
ITA,65,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,66,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,309.0,1,53.0
ITA,63,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,44,1091,4,162.0,75.0,0,0,1,3,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,237.0,1,54.0
ITA,61,1091,23,162.0,75.0,0,0,1,3,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,237.0,1,54.0
ITA,63,1091,23,162.0,77.5,0,0,1,3,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,239.5,1,54.0
ITA,68,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0,309.0,1,53.0
ITA,59,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
ITA,65,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,309.0,1,53.0
ITA,41,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0,309.0,1,53.0
ITA,38,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
ITA,67,1091,23,162.0,75.0,0,0,1,3,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,237.0,1,54.0
ITA,74,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,309.0,1,53.0
PRT,45,1091,44,0.0,3.0,0,0,1,3,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,0.0
ITA,42,1091,23,159.0,162.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,321.0,1,53.0
ITA,14,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,39,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0,309.0,1,53.0
ITA,71,1091,23,159.0,160.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,319.0,1,53.0
ITA,52,1091,4,277.17,114.83,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,392.0,1,92.39
ITA,76,1091,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,58,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,309.0,1,53.0
