nationality,age,dayssincecreation,averageleadtime,lodgingrevenue,otherrevenue,bookingscanceled,bookingsnoshowed,bookingscheckedin,personsnights,roomnights,dayssincelaststay,dayssincefirststay,distributionchannel,marketsegment,srhighfloor,srlowfloor,sraccessibleroom,srmediumfloor,srbathtub,srshower,srcrib,srkingsizebed,srtwinbed,srnearelevator,srawayfromelevator,srnoalcoholinminibar,srquietroom,total_revenue,total_bookings,revenue_per_night
ESP,4,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
GBR,77,175,170,240.3,50.0,0,0,1,6,3,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,290.3,1,80.10000000000001
GBR,80,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
CAN,27,175,100,333.2,29.5,0,0,2,6,3,175,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,362.7,2,111.06666666666666
CAN,28,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
NOR,64,175,125,909.0,101.0,0,0,1,14,7,182,182,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1010.0,1,129.85714285714286
NOR,63,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
NOR,68,175,125,4405.0,245.0,0,0,1,7,7,182,182,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,4650.0,1,629.2857142857143
DNK,48,175,114,214.4,30.0,0,0,1,4,2,177,177,Travel Agent/Operator,Other,1,0,0,0,1,0,0,0,1,0,0,0,0,244.4,1,107.2
DNK,16,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,
NOR,41,175,125,1504.0,162.0,0,0,1,28,7,182,182,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1666.0,1,214.85714285714286
NOR,41,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
NOR,14,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
NOR,12,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
FRA,60,175,40,265.0,21.0,0,0,1,3,1,176,176,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,1,286.0,1,265.0
FRA,58,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
IND,35,175,99,119.0,2.0,0,0,1,2,1,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,121.0,1,119.0
IND,37,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
SWE,26,175,10,434.0,60.0,0,0,1,4,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,494.0,1,217.0
SWE,26,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,50,175,4,124.0,9.0,0,0,1,1,1,176,176,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0,133.0,1,124.0
FRA,38,175,130,438.0,67.5,0,0,1,12,3,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,505.5,1,146.0
FRA,8,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
FRA,39,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
FRA,6,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
GBR,39,175,111,397.0,6.0,0,0,1,6,3,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,403.0,1,132.33333333333334
GBR,40,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
GBR,70,175,176,591.0,42.0,0,0,1,6,3,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,633.0,1,197.0
GBR,69,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
GBR,51,175,126,439.2,51.5,0,0,1,8,4,179,179,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,490.7,1,109.8
GBR,49,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
GBR,58,175,126,1317.6,24.0,0,0,1,8,4,179,179,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,1341.6,1,329.4
GBR,58,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
GBR,36,175,131,788.0,98.0,0,0,1,14,7,182,182,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,886.0,1,112.57142857142857
GBR,36,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
IND,34,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
DEU,47,175,95,264.0,38.5,0,0,1,4,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,302.5,1,132.0
DEU,45,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
CAN,63,175,106,238.0,4.0,0,0,1,4,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,242.0,1,119.0
CAN,65,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
FRA,44,175,111,254.0,28.0,0,0,1,4,2,177,177,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,282.0,1,127.0
FRA,43,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
CAN,39,175,106,346.0,9.0,0,0,1,6,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,355.0,1,173.0
CAN,68,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
CAN,66,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
ITA,35,175,4,557.0,6.0,0,0,1,6,3,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,563.0,1,185.66666666666666
GNB,25,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,
HUN,49,175,5,578.0,30.0,0,0,1,6,3,178,178,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,608.0,1,192.66666666666666
HUN,14,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
BEL,52,175,138,411.0,42.0,0,0,1,6,3,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1,453.0,1,137.0
BEL,21,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,
NLD,22,175,89,797.0,132.6,0,0,1,14,7,182,182,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,929.6,1,113.85714285714286
NLD,19,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,22,175,8,668.8,10.0,0,0,1,8,4,179,179,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,678.8,1,167.2
GBR,25,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
ISR,58,175,115,496.0,104.0,0,0,1,8,4,179,179,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,1,124.0
ISR,58,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,45,175,26,438.0,26.5,0,0,1,4,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,464.5,1,219.0
USA,38,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ISR,63,175,115,496.0,80.0,0,0,1,8,4,179,179,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,576.0,1,124.0
ISR,55,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BEL,56,175,3,462.1,217.0,0,0,1,4,2,177,177,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,679.1,1,231.05
BEL,57,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BEL,22,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,45,175,46,268.0,46.0,0,0,1,3,1,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,314.0,1,268.0
IRL,40,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,55,175,237,522.0,249.0,0,0,1,6,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,771.0,1,261.0
USA,16,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,44,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRT,43,175,49,345.04,60.0,0,0,1,6,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,405.04,1,172.52
BRA,9,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BRA,42,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
NLD,40,175,1,378.0,51.5,0,0,1,2,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,429.5,1,189.0
NOR,61,175,112,2202.0,246.0,0,0,1,12,6,181,181,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,2448.0,1,367.0
NOR,17,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
PRT,45,175,99,119.0,2.0,0,0,1,2,1,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,121.0,1,119.0
CHE,63,175,87,467.0,148.0,0,0,1,8,4,179,179,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,615.0,1,116.75
CHE,66,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
PRT,41,175,2,163.5,24.0,0,0,1,2,1,176,176,Direct,Direct,0,0,0,1,0,0,0,1,0,0,0,0,0,187.5,1,163.5
PRT,45,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,
CHN,45,175,17,192.55,19.0,0,0,1,1,1,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,211.55,1,192.55
FRA,20,175,123,452.0,32.0,0,0,1,8,4,175,175,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0,1,113.0
FRA,20,175,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,35,175,96,744.0,120.0,0,0,1,4,2,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,864.0,1,372.0
PRT,45,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,38,175,110,559.0,82.0,0,0,1,6,3,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,641.0,1,186.33333333333334
AUS,30,175,125,672.1,135.0,0,0,2,12,6,175,178,Travel Agent/Operator,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,807.1,2,112.01666666666667
ECU,30,175,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,41,174,8,201.0,2.0,0,0,1,3,1,175,175,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,203.0,1,201.0
GBR,4,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,47,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
USA,45,174,5,1396.0,128.0,0,0,1,20,4,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1524.0,1,349.0
USA,11,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
USA,44,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
USA,15,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
USA,6,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
IRL,36,174,102,293.6,6.0,0,0,1,6,3,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,299.6,1,97.86666666666667
IRL,39,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
USA,29,174,87,98.8,2.0,0,0,1,2,1,175,175,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,100.8,1,98.8
USA,34,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
BRA,74,174,96,423.0,25.5,0,0,1,3,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,448.5,1,423.0
BRA,6,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
BRA,11,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
BRA,46,174,96,129.0,135.5,0,0,1,2,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,264.5,1,129.0
BRA,43,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
TWN,54,174,107,522.32,84.0,0,0,1,12,4,178,178,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,606.32,1,130.58
TWN,20,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
TWN,53,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
IRL,58,174,11,223.0,7.0,0,0,1,1,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,230.0,1,223.0
IRL,55,174,11,223.0,7.0,0,0,1,1,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,230.0,1,223.0
PRT,51,174,22,59.0,9.5,0,0,1,1,1,175,175,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,1,59.0
NLD,58,174,149,147.0,19.0,0,0,1,2,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,166.0,1,147.0
NLD,60,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
BEL,60,174,130,248.58,218.57,0,0,1,6,3,177,177,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,467.15,1,82.86
BEL,58,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BRA,59,174,42,217.0,17.0,0,0,1,2,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0,1,217.0
BRA,56,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BEL,50,174,138,740.0,118.0,0,0,1,12,4,178,178,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,858.0,1,185.0
NLD,56,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
NLD,18,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
CAN,44,174,120,1431.0,229.0,0,0,1,36,9,183,183,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,1660.0,1,159.0
CAN,12,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
CAN,14,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
CAN,41,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BRA,54,174,71,409.0,83.7,0,0,1,6,3,177,177,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,492.7,1,136.33333333333334
BRA,17,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ARG,73,174,206,278.1,38.4,0,0,1,6,3,177,177,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,316.5,1,92.7
ARG,68,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
AUT,45,174,246,709.44,129.0,0,0,1,12,3,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,838.44,1,236.48000000000002
PRT,45,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
AUT,46,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
AUT,11,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
AUT,8,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
CAN,45,174,64,687.0,72.0,0,0,1,9,3,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,759.0,1,229.0
CAN,3,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
CAN,35,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
FRA,50,174,122,685.0,70.0,0,0,1,10,5,179,179,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,755.0,1,137.0
FRA,54,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BRA,74,174,179,483.3,54.0,0,0,1,3,1,175,175,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,537.3,1,483.3
BRA,9,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
BRA,12,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
ITA,48,174,98,282.0,78.0,0,0,1,6,2,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,360.0,1,141.0
ITA,39,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
ITA,9,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
BRA,38,174,15,1776.0,189.0,0,0,1,21,7,181,181,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1965.0,1,253.71428571428572
BRA,7,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BRA,51,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,
BRA,22,174,4,470.0,62.0,0,0,1,6,2,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,532.0,1,235.0
BRA,21,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
PRY,59,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
NOR,40,174,20,438.0,160.0,0,0,1,4,2,176,176,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,598.0,1,219.0
SWE,43,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
POL,54,174,130,555.0,132.0,0,0,1,9,3,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,687.0,1,185.0
POL,22,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
POL,54,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GBR,62,174,93,792.0,87.0,0,0,1,12,6,180,180,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,879.0,1,132.0
GBR,16,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,
AUS,68,174,140,666.0,182.0,0,0,1,12,3,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,848.0,1,222.0
AUS,66,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
HUN,43,174,140,805.0,229.0,0,0,1,10,5,179,179,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1034.0,1,161.0
GBR,34,174,66,520.0,8.0,0,0,1,8,4,178,178,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,528.0,1,130.0
GBR,30,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
IRL,21,174,86,141.0,23.0,0,0,1,3,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0,1,141.0
IRL,8,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
IRL,12,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
IRL,43,174,86,119.0,6.0,0,0,1,2,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,1,119.0
IRL,41,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
CAN,34,174,98,212.0,30.0,0,0,1,4,1,175,175,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0,1,212.0
CAN,6,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
GRC,38,174,108,381.0,57.0,0,0,1,6,3,177,177,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,438.0,1,127.0
CAN,33,174,0,0.0,0.0,0,0,0,0,0,0,0,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
USA,38,174,90,490.0,217.0,0,0,1,10,2,176,176,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,707.0,1,245.0
USA,8,174,0,0.0,0.0,0,0,0,0,0,0,0,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
